Subarea_1,Program,Score,Area,ScoreOrdinal,Subarea,Mean_Score,Se_Score
NASEM.Statistics.05,"B.S. in Data Sciences, Computational Science option",4,Modeling,4,"Nonsampling error, design, experiments (e.g., A/B testing), biases, confounding, & causal inference",2.166667,0.294281
NASEM.Statistics.05,Data Science Minor,3,Modeling,3,"Nonsampling error, design, experiments (e.g., A/B testing), biases, confounding, & causal inference",2.166667,0.294281
NASEM.Statistics.05,Statistics and Data Science BA,4,Modeling,4,"Nonsampling error, design, experiments (e.g., A/B testing), biases, confounding, & causal inference",2.166667,0.294281
NASEM.Statistics.05,Statistics and Data Science BS,4,Modeling,4,"Nonsampling error, design, experiments (e.g., A/B testing), biases, confounding, & causal inference",2.166667,0.294281
NASEM.Statistics.05,B.A. in Data Science,4,Modeling,4,"Nonsampling error, design, experiments (e.g., A/B testing), biases, confounding, & causal inference",2.166667,0.294281
NASEM.Statistics.05,B.S. in Statistics: Statistical Data Science,4,Modeling,4,"Nonsampling error, design, experiments (e.g., A/B testing), biases, confounding, & causal inference",2.166667,0.294281
NASEM.Statistics.05,B.A. in Statistics and Data Science,4,Modeling,4,"Nonsampling error, design, experiments (e.g., A/B testing), biases, confounding, & causal inference",2.166667,0.294281
NASEM.Statistics.05,Certificate in Data Science ,3,Modeling,3,"Nonsampling error, design, experiments (e.g., A/B testing), biases, confounding, & causal inference",2.166667,0.294281
NASEM.Statistics.05,B.S. in Data Science,4,Modeling,4,"Nonsampling error, design, experiments (e.g., A/B testing), biases, confounding, & causal inference",2.166667,0.294281
NASEM.Statistics.05,B.S. in Computer Science with data science specialization,3,Modeling,3,"Nonsampling error, design, experiments (e.g., A/B testing), biases, confounding, & causal inference",2.166667,0.294281
NASEM.Statistics.05,"B.S. in Applied & Computational Mathematical Sciences, Data Sciences & Statistics Track",4,Modeling,4,"Nonsampling error, design, experiments (e.g., A/B testing), biases, confounding, & causal inference",2.166667,0.294281
NASEM.Statistics.05,"B.S. in Computer Science, Data Science Option",2,Modeling,2,"Nonsampling error, design, experiments (e.g., A/B testing), biases, confounding, & causal inference",2.166667,0.294281
NASEM.Statistics.05,B.S. in Human Centered Design & Engineering with Data Science option,3,Modeling,3,"Nonsampling error, design, experiments (e.g., A/B testing), biases, confounding, & causal inference",2.166667,0.294281
NASEM.Statistics.05,"B.S. in Informatics, Data Science Track",3,Modeling,3,"Nonsampling error, design, experiments (e.g., A/B testing), biases, confounding, & causal inference",2.166667,0.294281
NASEM.Statistics.05,B.S. in Statistics with Data Science option,4,Modeling,4,"Nonsampling error, design, experiments (e.g., A/B testing), biases, confounding, & causal inference",2.166667,0.294281
NASEM.Statistics.05,B.S. in Data Analytics.W,4,Modeling,4,"Nonsampling error, design, experiments (e.g., A/B testing), biases, confounding, & causal inference",2.166667,0.294281
NASEM.Statistics.06,B.S. in Data Analytics.O,3,Simulations,3,Multivariate thinking,2.111111,0.3012923
NASEM.Statistics.06,"B.S. in Data Sciences, Applied Data Science option",1,Simulations,1,Multivariate thinking,2.111111,0.3012923
NASEM.Statistics.06,"B.S. in Data Sciences, Computational Science option",1,Simulations,1,Multivariate thinking,2.111111,0.3012923
NASEM.Statistics.06,Data Science Minor,1,Simulations,1,Multivariate thinking,2.111111,0.3012923
NASEM.Statistics.06,Statistics and Data Science BA,4,Simulations,4,Multivariate thinking,2.111111,0.3012923
NASEM.Statistics.06,Statistics and Data Science BS,4,Simulations,4,Multivariate thinking,2.111111,0.3012923
NASEM.Statistics.06,B.A. in Data Science,2,Simulations,2,Multivariate thinking,2.111111,0.3012923
NASEM.Statistics.06,B.S. in Statistics: Statistical Data Science,4,Simulations,4,Multivariate thinking,2.111111,0.3012923
NASEM.Statistics.06,B.A. in Statistics and Data Science,3,Simulations,3,Multivariate thinking,2.111111,0.3012923
NASEM.Statistics.06,Certificate in Data Science ,2,Simulations,2,Multivariate thinking,2.111111,0.3012923
NASEM.Statistics.06,B.S. in Data Science,2,Simulations,2,Multivariate thinking,2.111111,0.3012923
NASEM.Statistics.06,B.S. in Computer Science with data science specialization,1,Simulations,1,Multivariate thinking,2.111111,0.3012923
NASEM.Statistics.06,"B.S. in Applied & Computational Mathematical Sciences, Data Sciences & Statistics Track",2,Simulations,2,Multivariate thinking,2.111111,0.3012923
NASEM.Statistics.06,"B.S. in Computer Science, Data Science Option",1,Simulations,1,Multivariate thinking,2.111111,0.3012923
NASEM.Statistics.06,B.S. in Human Centered Design & Engineering with Data Science option,2,Simulations,2,Multivariate thinking,2.111111,0.3012923
NASEM.Statistics.06,"B.S. in Informatics, Data Science Track",3,Simulations,3,Multivariate thinking,2.111111,0.3012923
NASEM.Statistics.06,B.S. in Statistics with Data Science option,2,Simulations,2,Multivariate thinking,2.111111,0.3012923
NASEM.Statistics.06,B.S. in Data Analytics.W,2,Simulations,2,Multivariate thinking,2.111111,0.3012923
